06.06.2025                                                                                  Dynamic List Display                                                                                                                                           1


	/BIC/MD_CUS	OBJVERS	CHANGED	/BIC/MD_C_ALT	/BIC/MD_EM_BD	/BIC/MD_CU_MS	/BIC/MD_EM_GN	/BIC/MD_EM_EM	/BIC/MD_CU_YI	/BIC/MD_CU_ED	/BIC/MD_CU_OC	/BIC/MD_CU_HO	/BIC/MD_CU_NC	/BIC/MD_AD	/BIC/MD_PH
	      13783	A		AW00013783	02.06.1967	M	M	LOGAN47@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	CLERICAL	        00001	           0	2670 TRAILVIEW CIRCLE	1 (11) 500 555-0157
	      13784	A		AW00013784	02.01.1966	S	M	SPENCER23@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           0	3637 PHEASANT CIRCLE	1 (11) 500 555-0115
	      13785	A		AW00013785	25.02.1966	S	M	CLAYTON20@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	CLERICAL	        00000	           1	8606 MENDOCINO DR.	1 (11) 500 555-0171
	      13786	A		AW00013786	05.10.1966	S	M	JON11@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	CLERICAL	        00000	           1	AM GALLBERG 82	1 (11) 500 555-0143
	      13787	A		AW00013787	14.07.1966	M	M	GLENN22@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	CLERICAL	        00001	           1	HERZOGSTR 2998	1 (11) 500 555-0192
	      13788	A		AW00013788	15.05.1966	M	F	KARI16@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	CLERICAL	        00001	           1	5082 LONGVIEW ROAD	1 (11) 500 555-0113
	      13789	A		AW00013789	20.05.1965	S	F	JULIE15@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00001	           2	KAPELLSTR 4767	1 (11) 500 555-0172
	      13790	A		AW00013790	19.06.1965	S	F	NINA1@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           0	NOLLENDORFPLATZ 5662	1 (11) 500 555-0175
	      13791	A		AW00013791	26.10.1965	S	F	AUDREY1@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           1	4610 PINTO ROAD	1 (11) 500 555-0150
	      13792	A		AW00013792	14.04.1965	S	M	CHARLES12@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           2	5241 ST. ANDREWS WAY	1 (11) 500 555-0175
	      13793	A		AW00013793	19.10.1965	M	M	JASON14@ADVENTURE-WORKS.COM	  30.000,000	BACHELORS	SKILLED MANUAL	        00001	           2	ATTACH? DE PRESSE	1 (11) 500 555-0184
	      13794	A		AW00013794	26.08.1964	S	F	MALLORY8@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           2	8028 3910TH AVENUE	1 (11) 500 555-0145
	      13795	A		AW00013795	02.02.1964	S	M	CARL13@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           1	HEIDEWEG 2459	1 (11) 500 555-0191
	      13796	A		AW00013796	04.09.1963	M	F	MARTHA19@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           2	H?HENSTR 9419	1 (11) 500 555-0116
	      13797	A		AW00013797	07.06.1963	M	M	FRANKLIN14@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           1	AUF DER KRONE 123	1 (11) 500 555-0143
	      13798	A		AW00013798	19.03.1963	S	F	TAMMY12@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           2	2382 WICKER AVE.	1 (11) 500 555-0135
	      13799	A		AW00013799	20.08.1966	S	M	BRYAN16@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	MANUAL	        00001	           0	7, PLACE DE BRAZAVILLE	1 (11) 500 555-0153
	      13800	A		AW00013800	02.08.1963	M	M	LOGAN26@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	MANUAL	        00000	           0	22, RUE DE L'ESPACE DE SCHENGEN	1 (11) 500 555-0166
	      13801	A		AW00013801	10.11.1963	S	F	COLLEEN36@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           0	660, AVENUE DE MALAKOFF	1 (11) 500 555-0158
	      13802	A		AW00013802	27.04.1934	M	F	TINA14@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           1	26, RUE DES GRANDS CHAMPS	1 (11) 500 555-0139
	      13803	A		AW00013803	03.08.1934	M	F	KRYSTAL19@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	RESIDENZ STRA?E 45	1 (11) 500 555-0188
	      13804	A		AW00013804	13.01.1965	M	F	DAWN29@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	4785 STILLMAN COURT	1 (11) 500 555-0138
	      13805	A		AW00013805	04.06.1965	M	M	GABRIEL49@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	3007 HOOFTRAIL WAY	1 (11) 500 555-0188
	      13806	A		AW00013806	05.06.1964	M	M	BRYANT13@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           2	46, RUE SURCOUF	1 (11) 500 555-0154
	      13807	A		AW00013807	12.10.1964	S	M	FREDERICK10@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	GALERIESTR 6819	1 (11) 500 555-0182
	      13808	A		AW00013808	03.11.1964	S	M	RICHARD31@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	ZOLLHOF 1866	1 (11) 500 555-0114
	      13809	A		AW00013809	05.01.1964	M	F	LISA12@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	9739 BENEDICT COURT	1 (11) 500 555-0153
	      13810	A		AW00013810	08.04.1964	M	F	VANESSA3@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	494 NORTH SPOONWOOD COURT	1 (11) 500 555-0187
	      13811	A		AW00013811	18.04.1963	S	F	SANDRA8@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	810, RUE DES ROSIERS	1 (11) 500 555-0123
	      13812	A		AW00013812	26.05.1963	S	F	JOANNA6@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	10, RUE DE MAUBEUGE	1 (11) 500 555-0162
	      13813	A		AW00013813	23.11.1963	M	F	KRISTEN12@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           0	280, RUE LAMARCK	1 (11) 500 555-0144
	      13814	A		AW00013814	08.03.1979	S	F	SARAH0@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	6832 CUNHA CT.	1 (11) 500 555-0193
	      13815	A		AW00013815	02.11.1979	S	F	LACEY20@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	6199 MCELROY	1 (11) 500 555-0124
	      13816	A		AW00013816	16.09.1979	S	F	MARISSA3@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	5244 DAVIS DRIVE	1 (11) 500 555-0186
	      13817	A		AW00013817	06.10.1978	S	F	JENNY8@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           4	14, AVENUE DE LA GARE	1 (11) 500 555-0153
	      13818	A		AW00013818	20.08.1978	S	F	DAWN40@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           1	154, BOULEVARD TREMBLAY	1 (11) 500 555-0160
	      13819	A		AW00013819	01.04.1978	S	M	MAX13@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           1	21, RUE DES ECOLES	1 (11) 500 555-0196
	      13820	A		AW00013820	08.10.1963	M	M	DANNY5@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	4770 BLUE JAY DRIVE	1 (11) 500 555-0131
	      13821	A		AW00013821	15.05.1963	M	M	ALLEN15@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	619 NATALIE DRIVE	1 (11) 500 555-0195
	      13822	A		AW00013822	08.06.1962	M	M	JAY36@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	NONNENDAMM 6	1 (11) 500 555-0111
	      13823	A		AW00013823	06.05.1962	M	F	MARGARET26@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	48BIS, BOULEVARD DU MONTPARNASSE	1 (11) 500 555-0117
	      13824	A		AW00013824	06.08.1978	S	F	DESTINY50@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	ALTENDORFER STRA?E 421	1 (11) 500 555-0116
	      13825	A		AW00013825	13.11.1977	S	M	KELVIN34@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	50, RUE ROYALE	1 (11) 500 555-0194
	      13826	A		AW00013826	25.11.1977	S	F	CANDICE2@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	ROTTH?USER WEG 100	1 (11) 500 555-0114
	      13827	A		AW00013827	01.10.1977	M	M	NATHAN71@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	AM KARLSHOF 8228	1 (11) 500 555-0115
	      13828	A		AW00013828	05.07.1977	S	F	JESSIE31@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           1	LIEBLINGSWEG 245	1 (11) 500 555-0179
	      13829	A		AW00013829	11.03.1977	S	M	RANDALL20@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	L?TZOWPLATZ 5928	1 (11) 500 555-0113
	      13830	A		AW00013830	03.08.1977	S	F	ANDREA11@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	1318 PINEHURST COURT	1 (11) 500 555-0136
	      13831	A		AW00013831	20.11.1975	S	M	EDDIE5@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00001	           1	67BIS, BOULEVARD DU MONTPARNASSE	1 (11) 500 555-0111
	      13832	A		AW00013832	27.04.1976	S	F	PRISCILLA20@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           1	51, RUE HENRI GAGNON	1 (11) 500 555-0125
	      13833	A		AW00013833	07.04.1976	S	M	NOAH68@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           1	95, IMPASSE NOTRE-DAME	1 (11) 500 555-0118
	      13834	A		AW00013834	27.06.1976	S	F	NAOMI19@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           1	7126, AVENUE DE L?EUROPE	1 (11) 500 555-0135
	      13835	A		AW00013835	04.03.1976	S	F	HAILEY19@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	MANUAL	        00000	           1	90, ROUTE DE MARSEILLE	1 (11) 500 555-0173
	      13836	A		AW00013836	07.04.1976	S	M	DOMINIC10@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	ALTENDORFER STRA?E 70	1 (11) 500 555-0113
	      13837	A		AW00013837	13.08.1976	S	F	ALYSSA22@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           1	BUERGERMEISTER-ULRICH-STR 123	1 (11) 500 555-0113
	      13838	A		AW00013838	27.06.1976	S	F	JILL29@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	1153 LOMA LINDA	1 (11) 500 555-0160
	      13839	A		AW00013839	08.03.1974	S	M	MANUEL6@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           2	59BIS, BOULEVARD DU MONTPARNASSE	1 (11) 500 555-0125
	      13840	A		AW00013840	03.04.1974	M	M	TOMMY9@ADVENTURE-WORKS.COM	  10.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00001	           2	70, ALL?E DES PRINCES	1 (11) 500 555-0145
	      13841	A		AW00013841	04.01.1974	S	M	CLAYTON26@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           2	7753 LIANA LANE	1 (11) 500 555-0116
	      13842	A		AW00013842	16.07.1974	S	M	KENNETH3@ADVENTURE-WORKS.COM	  20.000,000	PARTIAL HIGH SCHOOL	MANUAL	        00000	           2	HOCHSTR 8111	1 (11) 500 555-0124
	      13843	A		AW00013843	22.06.1975	S	M	WARREN38@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	855, RUE BASSE-DU-ROCHER	1 (11) 500 555-0181
	      13844	A		AW00013844	10.08.1975	S	M	PHILLIP15@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           1	POSTFACH 77 06 06	1 (11) 500 555-0132
	      13845	A		AW00013845	26.10.1975	M	M	SHAWN18@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	5497 BRANDYWINE WAY	1 (11) 500 555-0170
	      13846	A		AW00013846	11.06.1975	M	F	LISA22@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	8360 FRISBIE COURT	1 (11) 500 555-0198
	      13847	A		AW00013847	25.07.1975	M	M	KURT3@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	4500 WILLOW DR.	1 (11) 500 555-0172
	      13848	A		AW00013848	26.03.1972	S	F	MELISSA36@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	4708 BISCAYNE COURT	474-555-0160
	      13849	A		AW00013849	03.03.1972	S	M	PRESTON17@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	CLERICAL	        00001	           2	2288 GINGHAM WAY	845-555-0111
	      13850	A		AW00013850	16.08.1972	S	M	ANTHONY1@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00000	           0	6837 WEBER BRYAN ST.	884-555-0179
	      13851	A		AW00013851	08.07.1972	S	M	SETH8@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00000	           0	1059 DELTA FAIR BLVD.	481-555-0125
	      13852	A		AW00013852	01.02.1973	S	M	IAN16@ADVENTURE-WORKS.COM	  50.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	6463 LANDOVER LN	813-555-0130
	      13853	A		AW00013853	18.10.1973	S	M	CONNOR18@ADVENTURE-WORKS.COM	  50.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00000	           0	2923 NAPA ST	861-555-0111
	      13854	A		AW00013854	09.11.1973	M	M	KYLE29@ADVENTURE-WORKS.COM	  50.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	8447 EAST LAKE COURT	132-555-0146
	      13855	A		AW00013855	06.08.1973	S	F	SARAH38@ADVENTURE-WORKS.COM	  50.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	2887 PINECREST COURT	368-555-0136
	      13856	A		AW00013856	24.03.1971	S	M	IAN28@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           3	9845 OXFORD PLACE	729-555-0153
	      13857	A		AW00013857	05.06.1971	M	F	VICTORIA16@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	835 HEIGHTS AVE.	150-555-0158
	      13858	A		AW00013858	18.03.1971	M	F	MELANIE35@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	3200 SANDALWOOD DR	154-555-0137
	      13859	A		AW00013859	03.03.1971	M	F	KRISTIN3@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	4490 CHABLIS COURT	575-555-0134
	      13860	A		AW00013860	09.11.1972	M	F	OLIVIA44@ADVENTURE-WORKS.COM	  40.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	2515 LIVE OAK	454-555-0183
	      13861	A		AW00013861	11.09.1972	M	F	HAILEY2@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	7106 CYNTHIA DRIVE	509-555-0143
	      13862	A		AW00013862	04.12.1972	M	M	ANDREW30@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	6774 BONANZA	851-555-0118
	      13863	A		AW00013863	19.01.1972	M	M	KEVIN12@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	3378 COLDWATER DRIVE	637-555-0121
	      13864	A		AW00013864	22.10.1972	M	F	ROBIN8@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	5022 EUCLID AVE.	981-555-0119
	      13865	A		AW00013865	23.06.1972	M	F	MARIAH21@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	3794 FRANCINE COURT	381-555-0157
	      13866	A		AW00013866	16.08.1972	M	F	MYA14@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	6049 FLORA AVE	957-555-0128
	      13867	A		AW00013867	26.09.1970	M	M	LUKE10@ADVENTURE-WORKS.COM	  50.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	9754 HILLTOP DR	132-555-0110
	      13868	A		AW00013868	13.07.1970	S	F	SHELBY18@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	312 VIA DEL VERDES	638-555-0148
	      13869	A		AW00013869	09.02.1969	M	F	ANNA8@ADVENTURE-WORKS.COM	  50.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	9491 FOUNTAIN ROAD	903-555-0175
	      13870	A		AW00013870	21.07.1969	M	M	JONATHAN73@ADVENTURE-WORKS.COM	  50.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	8459 LIVE OAK AVENUE	465-555-0143
	      13871	A		AW00013871	02.10.1969	S	F	SARAH41@ADVENTURE-WORKS.COM	  50.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	2286 SUNSET WAY	258-555-0127
	      13872	A		AW00013872	25.06.1969	M	F	ALYSSA51@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	6034 SUNSET CIRCLE	331-555-0117
	      13873	A		AW00013873	11.08.1971	M	M	RUSSELL14@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	2728 RIVER ASH COURT	797-555-0152
	      13874	A		AW00013874	26.11.1969	M	F	ALYSSA63@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	8031 DANESTA DR.	159-555-0117
	      13875	A		AW00013875	20.11.1969	M	F	SAMANTHA3@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	1232 NEPHI COURT	785-555-0195
	      13876	A		AW00013876	11.08.1969	M	M	SEBASTIAN15@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	7754 CAMINO PERAL	161-555-0143
	      13877	A		AW00013877	19.08.1968	M	M	ADAM25@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	5053 SEA POINT WAY	513-555-0110
	      13878	A		AW00013878	04.07.1968	M	M	SEBASTIAN7@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	4493 N. BROADWAY	822-555-0190
	      13879	A		AW00013879	08.09.1968	S	M	DERRICK4@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00000	           1	6228 LA CADENA	844-555-0113
	      13880	A		AW00013880	15.03.1968	S	M	MARSHALL29@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	6215 LOUISIANA DR	431-555-0130
	      13881	A		AW00013881	07.05.1968	S	F	JASMINE42@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	5725 GLAZIER DRIVE	306-555-0119
	      13882	A		AW00013882	16.10.1967	S	F	MARIAH24@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	PROFESSIONAL	        00001	           1	2292 SPRINGLAKE DRIVE	403-555-0138
	      13883	A		AW00013883	17.04.1967	S	M	BRANDON26@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	PROFESSIONAL	        00001	           1	3577 PEMBROKE COURT	445-555-0135
	      13884	A		AW00013884	01.06.1967	S	F	JADA11@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	PROFESSIONAL	        00000	           1	8175 TRI-STATE AVE.	918-555-0112
	      13885	A		AW00013885	08.05.1970	S	M	BRIAN23@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	5137 HERITAGE OAKS	603-555-0194
	      13886	A		AW00013886	26.09.1970	M	F	RACHEL11@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	3277 LAKESPRING PL.	919-555-0194
	      13887	A		AW00013887	12.10.1970	M	M	NATHAN43@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	4775 IMPERIAL DR.	932-555-0110
	      13888	A		AW00013888	06.11.1967	S	M	IAN5@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	4540 WOOD RANCH CIRCLE	846-555-0173
	      13889	A		AW00013889	10.08.1966	S	M	ROBERT73@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	9215 HAMILTON AVE.	428-555-0156
	      13890	A		AW00013890	16.09.1966	S	F	JENNIFER12@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	8437 LOVERIDGE CIRCLE	229-555-0180
	      13891	A		AW00013891	07.12.1966	M	M	AARON14@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	9293 LISZT WAY	143-555-0139
	      13892	A		AW00013892	25.11.1966	S	M	SPENCER24@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	6841 MONTI DR.	979-555-0174
	      13893	A		AW00013893	14.08.1966	M	M	DALTON35@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	4802 HAYNES COURT	358-555-0140
	      13894	A		AW00013894	25.02.1969	M	F	ROBYN1@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	4612 MERRIEWOOD DRIVE	391-555-0185
	      13895	A		AW00013895	25.12.1969	S	F	ISABELLA8@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	9471 SHELL DR.	421-555-0139
	      13896	A		AW00013896	10.10.1969	S	F	HAILEY52@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	4082 NIGHTINGALE DRIVE	502-555-0123
	      13897	A		AW00013897	24.11.1969	M	M	CAROL19@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	89 RIVER ASH COURT	116-555-0141
	      13898	A		AW00013898	11.10.1969	S	M	RICHARD27@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	108 LAKESIDE COURT	273-555-0115
	      13899	A		AW00013899	17.08.1969	M	M	CAMERON44@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           2	1105 MEADOWBROOK DRIVE	506-555-0164
	      13900	A		AW00013900	13.04.1969	M	M	ISAAC29@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00000	           2	614 SHEPBERRY COURT	496-555-0172
	      13901	A		AW00013901	21.10.1969	M	M	OSCAR2@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00000	           2	5938 GREENWOOD CIRCLE	296-555-0171
	      13902	A		AW00013902	18.03.1969	M	M	JEREMIAH33@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           3	3725 ODIN DR.	113-555-0178
	      13903	A		AW00013903	27.11.1969	S	M	ELIJAH45@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	7198 ALVECEDO	160-555-0144
	      13904	A		AW00013904	09.03.1969	M	F	NATALIE83@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	5500 GRAMMERCY LANE	196-555-0112
	      13905	A		AW00013905	07.03.1969	M	M	CHRISTIAN19@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	PROFESSIONAL	        00001	           0	8192 PINE CREEK WAY	819-555-0144
	      13906	A		AW00013906	25.06.1965	S	F	COURTNEY0@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	PROFESSIONAL	        00000	           1	5086 FILLING AVE.	295-555-0110
	      13907	A		AW00013907	22.02.1965	S	F	MISTY4@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	9286 MILITARY EAST	146-555-0168
	      13908	A		AW00013908	20.07.1965	S	F	ALYSSA66@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	SKILLED MANUAL	        00000	           1	6922 ESTUDELLO	506-555-0145
	      13909	A		AW00013909	21.01.1965	S	F	RILEY0@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	9778 CONCORD ROYALE	246-555-0191
	      13910	A		AW00013910	09.03.1965	S	F	ISABELLE13@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	SKILLED MANUAL	        00001	           2	2462 CLEARBROOK DRIVE	187-555-0132
	      13911	A		AW00013911	26.05.1965	S	F	ANDREA3@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	SKILLED MANUAL	        00001	           2	5976 GUMWOOD	656-555-0167
	      13912	A		AW00013912	20.03.1965	S	F	CAROLINE16@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	SKILLED MANUAL	        00001	           3	4698 ENDRISS	355-555-0110
	      13913	A		AW00013913	18.09.1965	S	F	ANGELA45@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	SKILLED MANUAL	        00001	           1	7065 ROCK CREEK WAY	997-555-0117
